Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
James Naile,30,1005,Maj-NL,St. Louis,10,0,,,,15.1,27,19,15,9,7,1,0,8.8,71,4,0,0,2,0,0,0,0,80,308,0.63,0.18,0.06,0.55,0.31,0.03,2.348,0.413,4.1,0.78,664942
Andrew Nardi,24,967,Maj-NL,Miami,64,0,8.0,1.0,3.0,58.2,46,21,19,22,75,8,4,2.91,217,11,0,2,3,0,1,1,0,244,977,0.66,0.15,0.14,0.45,0.2,0.1,1.159,0.284,11.5,3.41,677053
Packy Naughton,27,1147,Maj-NL,St. Louis,4,0,,,,5.0,2,0,0,1,5,0,0,0.0,16,1,0,0,1,0,0,0,0,17,68,0.62,0.19,0.1,0.64,0.27,0.0,0.6,0.182,9.0,5.0,676050
Edgar Navarro,25,992,Maj-AL,Chicago,8,0,,,,8.2,11,7,7,2,9,2,2,7.27,35,3,0,0,1,0,0,1,0,39,150,0.63,0.17,0.07,0.54,0.23,0.04,1.5,0.375,9.3,4.5,679346
Zach Neal,34,970,Maj-AL,Oakland,14,2,1.0,1.0,,27.0,30,22,20,14,25,8,2,6.67,107,9,0,1,2,0,0,1,0,124,462,0.65,0.15,0.11,0.35,0.34,0.05,1.63,0.297,8.3,1.79,594943
Kyle Nelson,26,940,Maj-NL,Arizona,73,2,7.0,4.0,,61.0,65,34,28,16,68,14,1,4.13,241,12,0,1,3,0,1,0,0,261,970,0.66,0.15,0.15,0.43,0.22,0.11,1.328,0.321,10.0,4.25,669459
Nick Nelson,27,970,Maj-NL,Philadelphia,1,0,1.0,,,5.1,2,1,1,2,3,1,0,1.69,18,0,0,0,0,0,1,0,1,20,69,0.65,0.1,0.12,0.53,0.2,0.13,0.75,0.071,5.1,1.5,656793
Ryne Nelson,25,940,Maj-NL,Arizona,32,27,8.0,8.0,,150.1,169,91,89,47,103,25,1,5.33,587,39,10,0,15,11,2,4,0,649,2467,0.65,0.15,0.09,0.38,0.23,0.09,1.437,0.306,6.2,2.19,669194
Hector Neris,34,948,Maj-AL,Houston,78,0,6.0,3.0,2.0,76.2,47,22,19,36,85,10,4,2.23,267,7,0,0,5,1,9,2,0,310,1225,0.64,0.14,0.14,0.34,0.19,0.14,1.083,0.214,10.0,2.36,593576
Sean Newcomb,30,986,Maj-AL,Oakland,7,2,1.0,1.0,,15.0,8,5,5,9,17,1,2,3.0,50,2,0,0,3,0,1,0,0,61,280,0.63,0.18,0.08,0.42,0.18,0.18,1.133,0.219,10.2,1.89,656794
Kyle Nicolas,24,970,Maj-NL,Pittsburgh,4,0,,,,5.1,7,7,7,4,7,1,1,11.81,21,2,0,0,1,0,0,0,0,26,111,0.62,0.14,0.13,0.5,0.29,0.0,2.063,0.462,11.8,1.75,693312
Vinny Nittoli,32,1013,Maj-NL,New York,3,0,,,,3.2,4,1,1,0,3,0,1,2.45,14,1,0,0,0,0,0,1,1,15,54,0.63,0.19,0.09,0.27,0.18,0.09,1.091,0.364,7.4,,657697
Stephen Nogosek,28,1085,Maj-NL,New York,13,0,,1.0,,25.2,28,16,16,14,25,6,2,5.61,100,5,1,0,2,2,2,0,0,118,489,0.58,0.16,0.08,0.38,0.25,0.06,1.636,0.31,8.8,1.79,668665
Aaron Nola,30,948,Maj-NL,Philadelphia,36,36,15.0,10.0,,216.2,196,111,102,49,225,34,2,4.24,825,39,4,0,18,4,22,6,3,882,3437,0.67,0.18,0.12,0.44,0.24,0.06,1.131,0.284,9.3,4.59,605400
Sean Nolin,33,1130,Maj-NL,Miami,1,0,,,,3.0,7,6,6,2,2,2,0,18.0,16,1,1,0,0,0,0,0,0,18,62,0.65,0.11,0.1,0.36,0.14,0.0,3.0,0.417,6.0,1.0,543594
Daniel Norris,30,1004,Maj-AL,Cleveland,7,0,,,,12.2,10,11,8,12,11,3,1,5.68,49,1,0,0,1,1,1,0,0,63,258,0.55,0.12,0.09,0.41,0.15,0.1,1.737,0.194,7.8,0.92,596057
Bailey Ober,27,961,Maj-AL,Minnesota,28,27,8.0,7.0,,148.2,133,64,61,30,150,26,8,3.69,560,25,1,0,8,2,3,6,1,600,2408,0.67,0.14,0.14,0.34,0.2,0.09,1.096,0.277,9.1,5.0,641927
Shohei Ohtani,28,1009,Maj-AL,Los Angeles,23,23,10.0,5.0,,132.0,85,50,46,55,167,18,11,3.14,463,15,0,0,16,1,5,3,1,531,2089,0.64,0.17,0.13,0.46,0.21,0.08,1.061,0.24,11.4,3.04,660271
Steven Okert,31,968,Maj-NL,Miami,65,2,3.0,2.0,,59.2,52,32,30,24,74,9,2,4.53,223,15,1,0,2,1,9,0,0,252,1036,0.64,0.17,0.13,0.26,0.3,0.11,1.274,0.305,11.2,3.08,595345
Adam Oller,28,1121,Maj-AL,Oakland,9,1,1.0,1.0,,19.2,29,24,22,12,13,5,1,10.07,85,5,0,0,0,3,0,1,0,101,412,0.57,0.13,0.08,0.31,0.31,0.08,2.085,0.343,5.9,1.08,670124
Reese Olson,23,975,Maj-AL,Detroit,21,18,5.0,7.0,,103.2,83,49,46,33,103,14,1,3.99,386,13,3,0,9,2,4,3,1,422,1743,0.63,0.17,0.12,0.42,0.26,0.07,1.119,0.255,8.9,3.12,681857
Kaleb Ort,31,1059,Maj-AL,Boston,21,2,1.0,2.0,,23.0,27,19,16,9,24,6,1,6.26,93,6,0,1,1,1,4,0,1,107,387,0.63,0.15,0.08,0.33,0.16,0.12,1.565,0.328,9.4,2.67,672391
Oliver Ortega,26,1010,Maj-AL,Minnesota,10,0,,1.0,,14.2,11,7,7,7,14,2,1,4.3,54,1,0,0,0,1,2,0,0,63,240,0.65,0.2,0.13,0.37,0.12,0.12,1.227,0.231,8.6,2.0,661383
Luis Ortiz,27,971,Maj-NL,Philadelphia,14,0,,,1.0,19.0,23,7,7,5,16,1,0,3.32,74,5,1,0,3,0,0,1,0,80,299,0.67,0.18,0.09,0.53,0.25,0.03,1.474,0.386,7.6,3.2,656814
Luis Ortiz,24,973,Maj-NL,Pittsburgh,18,15,5.0,5.0,,86.2,99,50,46,48,59,13,2,4.78,344,14,1,0,11,6,5,0,2,400,1460,0.61,0.15,0.09,0.48,0.24,0.02,1.696,0.309,6.1,1.23,682847
Adam Ottavino,37,971,Maj-NL,New York,66,0,1.0,7.0,12.0,61.2,46,24,22,29,62,7,8,3.21,221,8,0,3,6,1,22,1,1,261,1025,0.63,0.21,0.1,0.56,0.15,0.04,1.216,0.255,9.0,2.14,493603
Glenn Otto,27,997,Maj-AL,Texas,6,0,,,,10.2,14,12,12,6,11,6,0,10.13,45,0,0,0,0,0,4,1,0,51,192,0.63,0.13,0.16,0.44,0.18,0.06,1.875,0.286,9.3,1.83,657248
Connor Overton,29,1140,Maj-NL,Cincinnati,3,3,,1.0,,11.0,19,14,14,7,9,3,0,11.45,47,4,2,0,1,1,1,1,0,55,200,0.63,0.16,0.13,0.44,0.21,0.08,2.364,0.444,7.4,1.29,656818
Johan Oviedo,25,974,Maj-NL,Pittsburgh,32,32,9.0,14.0,,177.2,161,91,85,83,158,19,13,4.31,678,41,5,1,12,4,9,3,0,781,2980,0.62,0.15,0.11,0.45,0.25,0.07,1.373,0.281,8.0,1.9,670912
Chris Owings,31,1095,Maj-NL,Pittsburgh,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,0,6,9,0.67,0.0,0.0,0.17,0.33,0.0,2.0,0.333,0.0,,572008
Chris Paddack,27,960,Maj-AL,Minnesota,4,0,1.0,,,8.2,7,3,3,1,14,1,0,3.12,33,1,0,0,0,0,1,0,0,34,127,0.7,0.2,0.15,0.32,0.32,0.11,0.923,0.333,14.5,14.0,663978
Nicholas Padilla,26,1057,Maj-AL,Chicago,3,0,,1.0,,4.2,9,3,3,1,6,1,0,5.79,22,3,0,0,0,0,0,0,0,23,100,0.6,0.16,0.15,0.13,0.63,0.06,2.143,0.533,11.6,6.0,656820
Emilio Pag\xc3\xa1n,32,961,Maj-AL,Minnesota,68,1,5.0,2.0,1.0,71.1,45,26,23,22,66,5,1,2.9,254,12,2,2,2,2,3,2,0,280,1090,0.67,0.12,0.12,0.31,0.22,0.11,0.939,0.216,8.3,3.0,641941
Daniel Palencia,23,970,Maj-NL,Chicago,27,0,5.0,3.0,,28.1,22,16,14,14,33,3,2,4.45,102,3,1,0,0,0,1,1,1,119,494,0.61,0.13,0.13,0.37,0.3,0.14,1.271,0.288,10.5,2.36,694037
Andre Pallante,24,971,Maj-NL,St. Louis,62,0,4.0,1.0,,68.0,76,37,36,30,43,6,3,4.76,266,16,0,0,8,2,15,3,1,302,1138,0.61,0.15,0.07,0.77,0.15,0.01,1.559,0.32,5.7,1.43,669467
Thomas Pannone,29,1063,Maj-NL,Milwaukee,1,0,,,,2.2,5,2,2,1,4,0,0,6.75,13,1,0,0,0,0,0,0,0,14,59,0.63,0.22,0.12,0.44,0.22,0.11,2.25,0.556,13.5,4.0,623381
Wes Parsons,30,970,Maj-AL,Toronto,1,1,,1.0,,4.0,10,9,9,3,3,2,1,20.25,22,1,0,0,0,0,1,0,0,26,89,0.62,0.19,0.08,0.37,0.37,0.11,3.25,0.471,6.8,1.0,641149
Luis Pati\xc3\xb1o,23,971,Maj-AL,"Chicago,Tampa Bay",9,1,,1.0,,21.2,21,12,11,14,18,3,0,4.57,85,2,0,0,1,0,2,1,0,99,383,0.57,0.15,0.08,0.4,0.28,0.09,1.615,0.281,7.5,1.29,672715
Spencer Patton,35,996,Maj-AL,Oakland,12,0,,,,12.1,13,7,7,6,7,3,0,5.11,47,3,1,1,0,2,1,1,0,55,205,0.61,0.15,0.08,0.24,0.19,0.05,1.541,0.256,5.1,1.17,607359
James Paxton,34,1000,Maj-AL,Boston,19,19,7.0,5.0,,96.0,93,51,48,33,101,18,2,4.5,372,19,1,0,6,2,4,0,0,411,1692,0.65,0.14,0.13,0.43,0.23,0.08,1.313,0.294,9.5,3.06,572020
Joel Payamps,29,968,Maj-NL,Milwaukee,70,0,7.0,5.0,3.0,72.1,58,24,20,18,79,8,5,2.49,265,8,0,1,4,2,6,3,0,293,1138,0.63,0.19,0.11,0.48,0.21,0.08,1.051,0.278,9.8,4.39,606303
Nate Pearson,26,980,Maj-AL,Toronto,35,0,5.0,2.0,1.0,42.2,36,25,23,18,43,7,3,4.85,159,8,0,2,2,2,8,1,1,182,737,0.6,0.17,0.1,0.3,0.21,0.18,1.266,0.261,9.1,2.39,663878
Elvis Peguero,26,967,Maj-NL,Milwaukee,61,0,4.0,5.0,1.0,63.0,50,25,23,26,56,4,4,3.29,227,4,1,1,9,1,12,1,0,258,937,0.63,0.16,0.13,0.57,0.21,0.03,1.206,0.274,8.0,2.15,665625
Ryan Pepiot,25,970,Maj-NL,Los Angeles,8,3,2.0,1.0,,42.0,27,10,10,5,38,7,3,2.14,151,7,0,0,1,0,1,1,1,159,654,0.67,0.17,0.12,0.38,0.21,0.12,0.762,0.189,8.1,7.6,686752
Freddy Peralta,27,967,Maj-NL,Milwaukee,31,31,12.0,11.0,,170.2,134,81,75,56,215,27,6,3.96,635,31,0,0,7,1,7,0,0,700,2924,0.63,0.15,0.14,0.42,0.2,0.1,1.113,0.272,11.3,3.84,642547
Sammy Peralta,25,971,Maj-AL,Chicago,16,0,2.0,,,20.0,19,11,9,11,18,2,0,4.05,79,6,0,0,1,0,1,0,0,90,379,0.65,0.19,0.09,0.38,0.28,0.08,1.5,0.288,8.1,1.64,671111
Wandy Peralta,31,987,Maj-AL,New York,63,0,4.0,2.0,4.0,54.0,36,19,17,30,51,7,6,2.83,189,2,1,0,4,1,1,2,3,227,878,0.6,0.13,0.14,0.57,0.17,0.04,1.222,0.22,8.5,1.7,593974
Angel Perdomo,29,1014,Maj-NL,Pittsburgh,30,0,3.0,2.0,,29.0,21,14,12,11,44,3,3,3.72,101,7,0,3,2,0,4,2,0,117,491,0.65,0.19,0.14,0.37,0.22,0.08,1.103,0.333,13.7,4.0,622780
Carlos P\xc3\xa9rez,32,1140,Maj-AL,Oakland,2,0,,,,1.2,4,2,2,2,0,1,0,10.8,8,1,0,0,1,0,0,0,0,10,42,0.55,0.17,0.0,0.13,0.38,0.13,3.6,0.429,0.0,0.0,542208
Cionel P\xc3\xa9rez,27,963,Maj-AL,Baltimore,67,0,4.0,2.0,3.0,55.0,57,30,21,28,48,2,4,3.44,218,10,0,3,5,1,11,1,0,254,904,0.63,0.17,0.09,0.63,0.18,0.04,1.545,0.325,7.9,1.71,672335
Eury P\xc3\xa9rez,20,981,Maj-NL,Miami,19,19,5.0,6.0,,91.1,72,35,32,31,108,15,2,3.15,337,22,2,0,5,2,11,1,0,374,1534,0.64,0.14,0.16,0.27,0.23,0.12,1.128,0.264,10.6,3.48,691587
Francisco P\xc3\xa9rez,25,972,Maj-AL,Oakland,17,1,1.0,2.0,,16.2,17,12,11,8,14,0,1,5.94,64,4,2,1,1,1,3,1,1,74,308,0.6,0.13,0.1,0.37,0.29,0.12,1.5,0.333,7.6,1.75,660906
Hector Perez,27,1016,Maj-AL,Tampa Bay,1,0,,,,0.1,3,1,1,1,0,0,0,27.0,4,0,0,0,0,0,0,0,0,5,17,0.53,0.24,0.0,0.75,0.25,0.0,12.0,0.75,0.0,0.0,660431
Mart\xc3\xadn P\xc3\xa9rez,32,943,Maj-AL,Texas,38,20,10.0,4.0,,146.1,159,79,75,52,95,21,4,4.61,568,26,2,1,18,5,3,1,0,632,2310,0.64,0.18,0.07,0.47,0.23,0.06,1.442,0.302,5.8,1.83,527048
David Peterson,27,973,Maj-NL,New York,27,21,3.0,8.0,,111.0,124,64,62,50,128,16,6,5.03,432,17,4,0,14,3,4,5,8,492,1966,0.62,0.16,0.13,0.55,0.23,0.05,1.568,0.371,10.4,2.56,656849
Jace Peterson,33,1057,Maj-AL,Oakland,2,0,,,,2.0,3,2,2,3,1,1,0,9.0,9,1,0,0,0,0,0,0,0,12,43,0.58,0.26,0.0,0.0,0.13,0.0,3.0,0.286,4.5,0.33,607054
Brandon Pfaadt,24,941,Maj-NL,Arizona,24,23,3.0,10.0,,118.0,128,71,69,31,120,25,3,5.26,466,30,3,0,8,5,8,4,0,508,1942,0.66,0.16,0.12,0.34,0.25,0.07,1.347,0.316,9.2,3.87,694297
Brett Phillips,29,1118,Maj-AL,Los Angeles,1,0,,,,0.1,1,0,0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,3,7,0.43,0.0,0.0,0.0,0.5,0.0,6.0,0.5,0.0,0.0,621433
Connor Phillips,22,971,Maj-NL,Cincinnati,5,5,1.0,1.0,,20.2,18,16,16,13,26,5,1,6.97,82,1,0,0,0,0,2,0,0,96,381,0.6,0.18,0.09,0.34,0.18,0.09,1.5,0.255,11.3,2.0,683175
Evan Phillips,28,960,Maj-NL,Los Angeles,64,0,2.0,4.0,24.0,63.2,40,19,14,14,69,6,4,1.98,224,7,1,3,6,1,4,1,0,246,959,0.67,0.19,0.13,0.45,0.23,0.05,0.848,0.227,9.8,4.93,623465
Konnor Pilkington,25,1129,Maj-AL,Cleveland,1,0,,,,2.0,1,0,0,1,2,0,0,0.0,7,0,0,0,0,0,1,0,0,8,40,0.6,0.23,0.1,0.4,0.0,0.2,1.0,0.2,9.0,2.0,663455
Riley Pint,25,1107,Maj-NL,Colorado,1,0,,,,0.1,1,1,1,3,0,0,0,27.0,2,1,0,0,0,0,0,0,0,5,20,0.3,0.1,0.0,0.5,0.5,0.0,12.0,0.5,0.0,0.0,666207
Ren\xc3\xa9 Pinto,26,1034,Maj-AL,Tampa Bay,1,0,,,,1.0,5,5,5,0,0,3,0,45.0,8,1,0,0,0,0,0,0,0,8,26,0.58,0.15,0.08,0.0,0.13,0.13,5.0,0.4,0.0,,650907
Nick Pivetta,30,972,Maj-AL,Boston,38,16,10.0,9.0,1.0,142.2,110,69,64,50,183,23,6,4.04,528,31,1,1,7,2,12,2,1,587,2380,0.65,0.16,0.13,0.37,0.27,0.04,1.121,0.269,11.5,3.66,601713
Michael Plassmeyer,26,971,Maj-NL,Philadelphia,1,1,,1.0,,3.2,8,10,9,0,4,3,3,22.09,20,1,0,0,0,0,0,0,0,23,85,0.67,0.12,0.14,0.31,0.13,0.13,2.182,0.385,9.8,,674681
Zach Plesac,28,1125,Maj-AL,Cleveland,5,5,1.0,1.0,,21.1,37,20,18,5,14,3,0,7.59,99,11,0,0,1,0,1,0,1,105,373,0.69,0.14,0.1,0.52,0.24,0.05,1.969,0.415,5.9,2.8,668676
Colin Poche,29,967,Maj-AL,Tampa Bay,67,0,12.0,3.0,1.0,61.2,45,19,17,24,63,4,1,2.48,222,13,1,1,2,3,7,1,0,252,955,0.64,0.15,0.13,0.35,0.23,0.13,1.119,0.259,9.2,2.63,621363
Zach Pop,26,1120,Maj-AL,Toronto,15,0,1.0,1.0,,13.2,11,11,10,6,14,4,0,6.59,50,1,0,0,2,0,1,0,0,56,200,0.67,0.2,0.13,0.39,0.31,0.03,1.244,0.219,9.2,2.33,647315
Ryan Pressly,34,951,Maj-AL,Houston,70,0,5.0,5.0,34.0,71.1,56,33,26,18,84,8,1,3.28,265,8,1,0,4,5,2,0,0,289,1115,0.66,0.16,0.16,0.56,0.19,0.02,1.037,0.27,10.6,4.67,519151
Quinn Priester,22,971,Maj-NL,Pittsburgh,10,8,3.0,3.0,,50.0,58,43,43,27,36,12,3,7.74,200,17,0,0,4,3,2,0,0,234,866,0.61,0.16,0.1,0.53,0.23,0.06,1.7,0.297,6.5,1.33,682990
Austin Pruitt,33,1016,Maj-AL,Oakland,38,6,2.0,6.0,,48.1,44,18,16,12,30,5,1,2.98,181,6,1,1,4,2,2,1,0,196,760,0.64,0.15,0.08,0.37,0.25,0.1,1.159,0.264,5.6,2.5,643493
A.J. Puk,28,968,Maj-NL,Miami,59,0,7.0,5.0,15.0,57.2,55,29,25,13,79,10,2,3.9,228,10,0,2,1,2,9,1,1,246,966,0.68,0.2,0.15,0.45,0.18,0.1,1.179,0.319,12.3,6.08,640462
Cal Quantrill,28,972,Maj-AL,Cleveland,19,19,4.0,7.0,,99.2,111,59,58,35,58,11,7,5.24,398,22,4,0,10,4,10,1,1,444,1711,0.62,0.15,0.08,0.4,0.28,0.07,1.465,0.3,5.2,1.66,615698
Johan Quezada,28,1122,Maj-NL,Miami,1,0,,,,0.2,1,3,3,5,0,0,0,40.5,2,1,0,0,0,1,0,0,0,8,32,0.28,0.13,0.0,0.33,0.33,0.0,9.0,0.333,0.0,0.0,629498
Jos\xc3\xa9 Quijada,27,1127,Maj-AL,Los Angeles,10,0,,1.0,4.0,9.0,8,7,6,3,8,0,2,6.0,36,1,0,0,0,0,0,0,0,41,161,0.68,0.16,0.1,0.39,0.25,0.04,1.222,0.286,8.0,2.67,650671
Jose Quintana,34,971,Maj-NL,New York,13,13,3.0,6.0,,75.2,75,33,30,24,60,5,1,3.57,289,11,2,0,9,4,5,1,0,319,1229,0.62,0.17,0.09,0.42,0.26,0.05,1.308,0.307,7.1,2.5,500779
Cole Ragans,25,973,Maj-AL,"Kansas City,Texas",29,12,7.0,5.0,,96.0,70,40,37,41,113,7,2,3.47,346,10,2,1,8,3,3,2,0,392,1586,0.64,0.14,0.14,0.44,0.24,0.05,1.156,0.275,10.6,2.76,666142
Tanner Rainey,30,971,Maj-NL,Washington,1,0,,,,1.0,1,0,0,1,1,0,0,0.0,4,0,0,0,0,0,0,0,0,5,18,0.61,0.17,0.11,0.33,0.0,0.33,2.0,0.333,9.0,1.0,663432
Brooks Raley,35,971,Maj-NL,New York,66,0,1.0,2.0,3.0,54.2,44,19,17,25,61,4,6,2.8,203,11,0,3,5,1,5,0,0,236,984,0.61,0.18,0.12,0.43,0.2,0.1,1.262,0.288,10.0,2.44,548384
Luke Raley,28,1101,Maj-AL,Tampa Bay,2,0,,,,2.2,11,9,9,0,1,2,0,30.38,19,1,1,0,0,0,0,0,0,19,41,0.68,0.15,0.02,0.28,0.44,0.11,4.125,0.563,3.4,,670042
Erasmo Ram\xc3\xadrez,33,972,"Maj-AL,Maj-NL","Tampa Bay,Washington",38,2,3.0,3.0,,60.1,82,47,43,13,43,11,4,6.41,250,13,1,0,5,7,1,2,0,274,964,0.66,0.15,0.1,0.44,0.26,0.03,1.575,0.35,6.4,3.31,541640
Nick Ramirez,33,972,Maj-AL,New York,32,0,1.0,2.0,1.0,40.2,41,17,12,9,28,1,1,2.66,160,11,1,0,3,1,3,0,0,172,658,0.66,0.19,0.1,0.49,0.25,0.04,1.23,0.303,6.2,3.11,598286
Yohan Ram\xc3\xadrez,28,970,"Maj-AL,Maj-NL","Chicago,Pittsburgh",31,0,1.0,,,38.1,39,21,18,17,35,3,11,4.23,147,3,1,1,8,1,7,1,0,176,708,0.6,0.2,0.08,0.59,0.18,0.04,1.461,0.327,8.2,2.06,670990
Lane Ramsey,26,972,Maj-AL,Chicago,21,0,1.0,,,20.0,25,13,13,9,18,1,0,5.85,80,2,1,0,2,2,4,0,0,92,340,0.62,0.16,0.1,0.37,0.25,0.11,1.7,0.381,8.1,2.0,682010
Drew Rasmussen,27,1113,Maj-AL,Tampa Bay,8,8,4.0,2.0,,44.2,36,13,13,11,47,2,1,2.62,163,6,0,0,4,1,3,2,1,177,674,0.69,0.19,0.11,0.53,0.23,0.08,1.052,0.296,9.5,4.27,656876
Robbie Ray,31,1154,Maj-AL,Seattle,1,1,,1.0,,3.1,4,5,3,5,3,0,0,8.1,13,1,0,0,0,1,2,0,0,19,91,0.56,0.08,0.11,0.64,0.09,0.09,2.7,0.364,8.1,0.6,592662
Colin Rea,32,972,Maj-NL,Milwaukee,26,22,6.0,6.0,,124.2,110,65,63,38,110,23,4,4.55,468,18,3,0,9,4,17,2,0,517,2018,0.66,0.18,0.1,0.44,0.23,0.07,1.187,0.257,7.9,2.89,607067
Jake Reed,30,1133,Maj-NL,Los Angeles,1,0,,,,0.2,5,6,6,1,1,1,0,81.0,6,1,0,0,0,0,0,1,0,7,29,0.66,0.21,0.1,0.6,0.0,0.0,9.0,1.0,13.5,1.0,596082
Sean Reid-Foley,27,990,Maj-NL,New York,8,0,,1.0,,7.2,4,3,3,6,16,0,0,3.52,27,1,0,0,0,1,5,0,0,34,164,0.65,0.2,0.17,0.67,0.08,0.0,1.304,0.333,18.8,2.67,656887
Denyi Reyes,26,970,Maj-NL,New York,9,3,,2.0,,19.2,25,17,17,8,17,3,1,7.78,81,3,1,0,2,0,4,0,0,90,364,0.63,0.1,0.11,0.41,0.3,0.06,1.678,0.361,7.8,2.13,660593
Gerardo Reyes,30,995,Maj-AL,Los Angeles,8,0,,,,9.2,11,9,8,6,10,2,2,7.45,40,4,0,0,0,1,3,0,0,49,216,0.63,0.16,0.11,0.35,0.26,0.1,1.759,0.31,9.3,1.67,622103
Pablo Reyes,29,1026,Maj-AL,Boston,2,0,,,,2.0,3,1,1,4,0,0,0,4.5,9,0,0,0,0,0,0,0,0,13,44,0.45,0.16,0.02,0.67,0.11,0.0,3.5,0.333,0.0,0.0,622569
Trevor Richards,30,970,Maj-AL,Toronto,56,3,2.0,1.0,,72.2,63,41,40,35,105,13,2,4.95,276,13,1,3,3,2,2,0,1,315,1353,0.64,0.16,0.17,0.32,0.23,0.07,1.349,0.313,13.0,3.0,670950
Lyon Richardson,23,995,Maj-NL,Cincinnati,4,4,,2.0,,16.2,17,16,16,15,12,6,0,8.64,66,3,0,0,2,0,1,0,0,81,331,0.6,0.15,0.07,0.48,0.2,0.04,1.92,0.229,6.5,0.8,680689
Yacksel R\xc3\xados,30,1065,Maj-AL,Oakland,3,0,,,,1.2,3,7,7,6,2,1,0,37.8,8,0,0,0,0,0,0,0,0,14,63,0.46,0.13,0.11,0.33,0.17,0.17,5.4,0.4,10.8,0.33,605441
David Robertson,38,967,Maj-NL,"Miami,New York",63,0,6.0,6.0,18.0,67.1,55,30,24,25,82,8,3,3.21,248,10,1,2,7,0,9,0,1,277,1100,0.64,0.19,0.13,0.44,0.2,0.1,1.188,0.297,11.0,3.28,502085
Nick Robertson,24,970,"Maj-AL,Maj-NL","Boston,Los Angeles",18,1,,1.0,,22.1,30,19,15,9,26,3,0,6.04,95,7,2,2,3,1,2,0,0,106,393,0.67,0.16,0.13,0.47,0.23,0.04,1.746,0.403,10.5,2.89,687798
Carlos Rod\xc3\xb3n,30,972,Maj-AL,New York,14,14,3.0,8.0,,64.1,65,51,49,28,64,15,4,6.85,249,14,0,0,3,4,5,1,1,286,1129,0.65,0.12,0.13,0.28,0.26,0.07,1.446,0.287,9.0,2.29,607074
Dereck Rodr\xc3\xadguez,31,984,"Maj-AL,Maj-NL","Atlanta,Minnesota",4,0,,,,5.1,9,9,9,5,1,2,0,15.19,24,4,0,0,0,1,0,0,0,30,97,0.57,0.14,0.08,0.46,0.17,0.0,2.625,0.318,1.7,0.2,605446
Eduardo Rodr\xc3\xadguez,30,970,Maj-AL,Detroit,26,26,13.0,9.0,,152.2,128,59,56,48,143,15,3,3.3,563,25,2,0,11,6,10,5,0,621,2445,0.65,0.18,0.1,0.43,0.27,0.07,1.153,0.275,8.4,2.98,593958
Elvin Rodr\xc3\xadguez,25,1056,Maj-AL,Tampa Bay,1,0,,,,3.1,0,0,0,0,5,0,0,0.0,10,0,0,0,0,0,0,0,0,10,47,0.62,0.15,0.17,0.2,0.2,0.2,0.0,0.0,13.5,,660730
Grayson Rodriguez,23,963,Maj-AL,Baltimore,24,24,7.0,5.0,,123.2,127,67,64,46,131,16,2,4.66,478,19,4,0,14,3,4,2,1,530,2163,0.66,0.15,0.12,0.47,0.25,0.04,1.399,0.332,9.5,2.85,680570
Joely Rodr\xc3\xadguez,31,1038,Maj-AL,Boston,11,0,,,,11.0,13,9,8,6,14,2,0,6.55,45,3,0,0,0,0,1,0,0,51,215,0.61,0.2,0.11,0.45,0.29,0.03,1.727,0.379,11.5,2.33,570257
Jos\xc3\xa9 Rodr\xc3\xadguez,27,1143,Maj-AL,Seattle,1,0,,,,3.0,3,3,3,1,1,0,0,9.0,11,2,0,0,0,0,0,1,0,12,48,0.73,0.17,0.02,0.6,0.2,0.0,1.333,0.3,3.0,1.0,642578
Yerry Rodr\xc3\xadguez,25,1035,Maj-AL,Texas,13,1,,1.0,,13.2,20,12,12,6,15,1,0,7.9,59,7,0,1,0,1,0,0,0,66,278,0.65,0.15,0.13,0.29,0.38,0.04,1.902,0.432,9.9,2.5,666720
Taylor Rogers,32,970,Maj-NL,San Francisco,60,0,6.0,4.0,2.0,51.2,39,27,22,25,64,6,3,3.83,185,7,1,3,5,2,6,1,1,216,835,0.65,0.23,0.1,0.44,0.19,0.12,1.239,0.282,11.1,2.56,573124
Trevor Rogers,25,1135,Maj-NL,Miami,4,4,1.0,2.0,,18.0,16,9,8,6,19,2,3,4.0,70,1,0,0,0,0,0,0,1,79,330,0.64,0.16,0.12,0.53,0.2,0.02,1.222,0.286,9.5,3.17,669432
Tyler Rogers,32,971,Maj-NL,San Francisco,68,0,4.0,5.0,2.0,74.0,66,27,25,19,60,7,3,3.04,280,14,1,2,5,2,5,1,1,309,1124,0.69,0.18,0.11,0.53,0.18,0.08,1.149,0.274,7.3,3.16,643511
Josh Rojas,29,1075,Maj-NL,Arizona,2,0,,,,2.0,6,4,4,1,1,0,0,18.0,12,1,0,0,0,0,0,0,0,13,36,0.64,0.17,0.06,0.18,0.45,0.18,3.5,0.545,4.5,1.0,668942
Miguel Rojas,34,973,Maj-NL,Los Angeles,3,0,,,,3.0,3,2,2,1,0,0,1,6.0,12,2,0,0,1,0,0,0,0,14,37,0.54,0.11,0.03,0.5,0.17,0.0,1.333,0.25,0.0,0.0,500743
